episode,reward,length,timestep
0,3598.4263,50,50
1,3598.4263,50,100
2,3598.4263,50,150
3,3598.4263,50,200
4,3598.4263,50,250
5,3598.4263,50,300
6,3598.4263,50,350
7,3598.4263,50,400
8,3598.4263,50,450
9,3598.4263,50,500
10,3598.4263,50,550
11,3598.4263,50,600
12,3598.4263,50,650
13,3598.4263,50,700
14,3598.4263,50,750
15,3598.4263,50,800
16,3598.4263,50,850
17,3598.4263,50,900
18,3598.4263,50,950
19,3598.4263,50,1000
20,3598.4263,50,1050
21,3598.4263,50,1100
22,3598.4263,50,1150
23,3598.4263,50,1200
24,3598.4263,50,1250
25,3598.4263,50,1300
26,3598.4263,50,1350
27,3598.4263,50,1400
28,3598.4263,50,1450
29,3598.4263,50,1500
30,3598.4263,50,1550
31,3598.4263,50,1600
32,3598.4263,50,1650
33,3598.4263,50,1700
34,3598.4263,50,1750
35,3598.4263,50,1800
36,3598.4263,50,1850
37,3598.4263,50,1900
38,3598.4263,50,1950
39,3598.4263,50,2000
40,3598.4263,50,2050
41,3598.4263,50,2100
42,3598.4263,50,2150
43,3598.4263,50,2200
44,3598.4263,50,2250
45,3598.4263,50,2300
46,3598.4263,50,2350
47,3598.4263,50,2400
48,3598.4263,50,2450
49,3598.4263,50,2500
50,3598.4263,50,2550
51,3598.4263,50,2600
52,3598.4263,50,2650
53,3598.4263,50,2700
54,3598.4263,50,2750
55,3598.4263,50,2800
56,3598.4263,50,2850
57,3598.4263,50,2900
58,3598.4263,50,2950
59,3598.4263,50,3000
60,3598.4263,50,3050
61,3598.4263,50,3100
62,3598.4263,50,3150
63,3598.4263,50,3200
64,3598.4263,50,3250
65,3598.4263,50,3300
66,3598.4263,50,3350
67,3598.4263,50,3400
68,3598.4263,50,3450
69,3598.4263,50,3500
70,3598.4263,50,3550
71,3598.4263,50,3600
72,3598.4263,50,3650
73,3598.4263,50,3700
74,3598.4263,50,3750
75,3598.4263,50,3800
76,3598.4263,50,3850
77,3598.4263,50,3900
78,3598.4263,50,3950
79,3598.4263,50,4000
80,3598.4263,50,4050
81,3598.4263,50,4100
82,3598.4263,50,4150
83,3598.4263,50,4200
84,3598.4263,50,4250
85,3598.4263,50,4300
86,3598.4263,50,4350
87,3598.4263,50,4400
88,3598.4263,50,4450
89,3598.4263,50,4500
90,3598.4263,50,4550
91,3598.4263,50,4600
92,3598.4263,50,4650
93,3598.4263,50,4700
94,3598.4263,50,4750
95,3598.4263,50,4800
96,3598.4263,50,4850
97,3598.4263,50,4900
98,3598.4263,50,4950
99,3598.4263,50,5000
100,3598.4263,50,5050
101,3598.4263,50,5100
102,3598.4263,50,5150
103,3598.4263,50,5200
104,3598.4263,50,5250
105,3598.4263,50,5300
106,3598.4263,50,5350
107,3598.4263,50,5400
108,3598.4263,50,5450
109,3598.4263,50,5500
110,3598.4263,50,5550
111,3598.4263,50,5600
112,3598.4263,50,5650
113,3598.4263,50,5700
114,3598.4263,50,5750
115,3598.4263,50,5800
116,3598.4263,50,5850
117,3598.4263,50,5900
118,3598.4263,50,5950
119,3598.4263,50,6000
120,3598.4263,50,6050
121,3598.4263,50,6100
122,3598.4263,50,6150
123,3598.4263,50,6200
124,3598.4263,50,6250
125,3598.4263,50,6300
126,3598.4263,50,6350
127,3598.4263,50,6400
128,3598.4263,50,6450
129,3598.4263,50,6500
130,3598.4263,50,6550
131,3598.4263,50,6600
132,3598.4263,50,6650
133,3598.4263,50,6700
134,3598.4263,50,6750
135,3598.4263,50,6800
136,3598.4263,50,6850
137,3598.4263,50,6900
138,3598.4263,50,6950
139,3598.4263,50,7000
140,3598.4263,50,7050
141,3598.4263,50,7100
142,3598.4263,50,7150
143,3598.4263,50,7200
144,3598.4263,50,7250
145,3598.4263,50,7300
146,3598.4263,50,7350
147,3598.4263,50,7400
148,3598.4263,50,7450
149,3598.4263,50,7500
150,3598.4263,50,7550
151,3598.4263,50,7600
152,3598.4263,50,7650
153,3598.4263,50,7700
154,3598.4263,50,7750
155,3598.4263,50,7800
156,3598.4263,50,7850
157,3598.4263,50,7900
158,3598.4263,50,7950
159,3598.4263,50,8000
160,3598.4263,50,8050
161,3598.4263,50,8100
162,3598.4263,50,8150
163,3598.4263,50,8200
164,3598.4263,50,8250
165,3598.4263,50,8300
166,3598.4263,50,8350
167,3598.4263,50,8400
168,3598.4263,50,8450
169,3598.4263,50,8500
170,3598.4263,50,8550
171,3598.4263,50,8600
172,3598.4263,50,8650
173,3598.4263,50,8700
174,3598.4263,50,8750
175,3598.4263,50,8800
176,3598.4263,50,8850
177,3598.4263,50,8900
178,3598.4263,50,8950
179,3598.4263,50,9000
180,3598.4263,50,9050
181,3598.4263,50,9100
182,3598.4263,50,9150
183,3598.4263,50,9200
184,3598.4263,50,9250
185,3598.4263,50,9300
186,3598.4263,50,9350
187,3598.4263,50,9400
188,3598.4263,50,9450
189,3598.4263,50,9500
190,3598.4263,50,9550
191,3598.4263,50,9600
192,3598.4263,50,9650
193,3598.4263,50,9700
194,3598.4263,50,9750
195,3598.4263,50,9800
196,3598.4263,50,9850
197,3598.4263,50,9900
198,3598.4263,50,9950
199,3598.4263,50,10000
200,3598.4263,50,10050
201,3598.4263,50,10100
202,3598.4263,50,10150
203,3598.4263,50,10200
204,3598.4263,50,10250
205,3598.4263,50,10300
206,3598.4263,50,10350
207,3598.4263,50,10400
208,3598.4263,50,10450
209,3598.4263,50,10500
210,3598.4263,50,10550
211,3598.4263,50,10600
212,3598.4263,50,10650
213,3598.4263,50,10700
214,3598.4263,50,10750
215,3598.4263,50,10800
216,3598.4263,50,10850
217,3598.4263,50,10900
218,3598.4263,50,10950
219,3598.4263,50,11000
220,3598.4263,50,11050
221,3598.4263,50,11100
222,3598.4263,50,11150
223,3598.4263,50,11200
224,3598.4263,50,11250
225,3598.4263,50,11300
226,3598.4263,50,11350
227,3598.4263,50,11400
228,3598.4263,50,11450
229,3598.4263,50,11500
230,3598.4263,50,11550
231,3598.4263,50,11600
232,3598.4263,50,11650
233,3598.4263,50,11700
234,3598.4263,50,11750
235,3598.4263,50,11800
236,3598.4263,50,11850
237,3598.4263,50,11900
238,3598.4263,50,11950
239,3598.4263,50,12000
240,3598.4263,50,12050
241,3598.4263,50,12100
242,3598.4263,50,12150
243,3598.4263,50,12200
244,3598.4263,50,12250
245,3598.4263,50,12300
246,3598.4263,50,12350
247,3598.4263,50,12400
248,3598.4263,50,12450
249,3598.4263,50,12500
250,3598.4263,50,12550
251,3598.4263,50,12600
252,3598.4263,50,12650
253,3598.4263,50,12700
254,3598.4263,50,12750
255,3598.4263,50,12800
256,3598.4263,50,12850
257,3598.4263,50,12900
258,3598.4263,50,12950
259,3598.4263,50,13000
260,3598.4263,50,13050
261,3598.4263,50,13100
262,3598.4263,50,13150
263,3598.4263,50,13200
264,3598.4263,50,13250
265,3598.4263,50,13300
266,3598.4263,50,13350
267,3598.4263,50,13400
268,3598.4263,50,13450
269,3598.4263,50,13500
270,3598.4263,50,13550
271,3598.4263,50,13600
272,3598.4263,50,13650
273,3598.4263,50,13700
274,3598.4263,50,13750
275,3598.4263,50,13800
276,3598.4263,50,13850
277,3598.4263,50,13900
278,3598.4263,50,13950
279,3598.4263,50,14000
280,3598.4263,50,14050
281,3598.4263,50,14100
282,3598.4263,50,14150
283,3598.4263,50,14200
284,3598.4263,50,14250
285,3598.4263,50,14300
286,3598.4263,50,14350
287,3598.4263,50,14400
288,3598.4263,50,14450
289,3598.4263,50,14500
290,3598.4263,50,14550
291,3598.4263,50,14600
292,3598.4263,50,14650
293,3598.4263,50,14700
294,3598.4263,50,14750
295,3598.4263,50,14800
296,3598.4263,50,14850
297,3598.4263,50,14900
298,3598.4263,50,14950
299,3598.4263,50,15000
300,3598.4263,50,15050
301,3598.4263,50,15100
302,3598.4263,50,15150
303,3598.4263,50,15200
304,3598.4263,50,15250
305,3598.4263,50,15300
306,3598.4263,50,15350
307,3598.4263,50,15400
308,3598.4263,50,15450
309,3598.4263,50,15500
310,3598.4263,50,15550
311,3598.4263,50,15600
312,3598.4263,50,15650
313,3598.4263,50,15700
314,3598.4263,50,15750
315,3598.4263,50,15800
316,3598.4263,50,15850
317,3598.4263,50,15900
318,3598.4263,50,15950
319,3598.4263,50,16000
320,3598.4263,50,16050
321,3598.4263,50,16100
322,3598.4263,50,16150
323,3598.4263,50,16200
324,3598.4263,50,16250
325,3598.4263,50,16300
326,3598.4263,50,16350
327,3598.4263,50,16400
328,3598.4263,50,16450
329,3598.4263,50,16500
330,3598.4263,50,16550
331,3598.4263,50,16600
332,3598.4263,50,16650
333,3598.4263,50,16700
334,3598.4263,50,16750
335,3598.4263,50,16800
336,3598.4263,50,16850
337,3598.4263,50,16900
338,3598.4263,50,16950
339,3598.4263,50,17000
340,3598.4263,50,17050
341,3598.4263,50,17100
342,3598.4263,50,17150
343,3598.4263,50,17200
344,3598.4263,50,17250
345,3598.4263,50,17300
346,3598.4263,50,17350
347,3598.4263,50,17400
348,3598.4263,50,17450
349,3598.4263,50,17500
350,3598.4263,50,17550
351,3598.4263,50,17600
352,3598.4263,50,17650
353,3598.4263,50,17700
354,3598.4263,50,17750
355,3598.4263,50,17800
356,3598.4263,50,17850
357,3598.4263,50,17900
358,3598.4263,50,17950
359,3598.4263,50,18000
360,3598.4263,50,18050
361,3598.4263,50,18100
362,3598.4263,50,18150
363,3598.4263,50,18200
364,3598.4263,50,18250
365,3598.4263,50,18300
366,3598.4263,50,18350
367,3598.4263,50,18400
368,3598.4263,50,18450
369,3598.4263,50,18500
370,3598.4263,50,18550
371,3598.4263,50,18600
372,3598.4263,50,18650
373,3598.4263,50,18700
374,3598.4263,50,18750
375,3598.4263,50,18800
376,3598.4263,50,18850
377,3598.4263,50,18900
378,3598.4263,50,18950
379,3598.4263,50,19000
380,3598.4263,50,19050
381,3598.4263,50,19100
382,3598.4263,50,19150
383,3598.4263,50,19200
384,3598.4263,50,19250
385,3598.4263,50,19300
386,3598.4263,50,19350
387,3598.4263,50,19400
388,3598.4263,50,19450
389,3598.4263,50,19500
390,3598.4263,50,19550
391,3598.4263,50,19600
392,3598.4263,50,19650
393,3598.4263,50,19700
394,3598.4263,50,19750
395,3598.4263,50,19800
396,3598.4263,50,19850
397,3598.4263,50,19900
398,3598.4263,50,19950
399,3598.4263,50,20000
400,3598.4263,50,20050
401,3598.4263,50,20100
402,3598.4263,50,20150
403,3598.4263,50,20200
404,3598.4263,50,20250
405,3598.4263,50,20300
406,3598.4263,50,20350
407,3598.4263,50,20400
408,3598.4263,50,20450
409,3598.4263,50,20500
410,3598.4263,50,20550
411,3598.4263,50,20600
412,3598.4263,50,20650
413,3598.4263,50,20700
414,3598.4263,50,20750
415,3598.4263,50,20800
416,3598.4263,50,20850
417,3598.4263,50,20900
418,3598.4263,50,20950
419,3598.4263,50,21000
420,3598.4263,50,21050
421,3598.4263,50,21100
422,3598.4263,50,21150
423,3598.4263,50,21200
424,3598.4263,50,21250
425,3598.4263,50,21300
426,3598.4263,50,21350
427,3598.4263,50,21400
428,3598.4263,50,21450
429,3598.4263,50,21500
430,3598.4263,50,21550
431,3598.4263,50,21600
432,3598.4263,50,21650
433,3598.4263,50,21700
434,3598.4263,50,21750
435,3598.4263,50,21800
436,3598.4263,50,21850
437,3598.4263,50,21900
438,3598.4263,50,21950
439,3598.4263,50,22000
440,3598.4263,50,22050
441,3598.4263,50,22100
442,3598.4263,50,22150
443,3598.4263,50,22200
444,3598.4263,50,22250
445,3598.4263,50,22300
446,3598.4263,50,22350
447,3598.4263,50,22400
448,3598.4263,50,22450
449,3598.4263,50,22500
450,3598.4263,50,22550
451,3598.4263,50,22600
452,3598.4263,50,22650
453,3598.4263,50,22700
454,3598.4263,50,22750
455,3598.4263,50,22800
456,3598.4263,50,22850
457,3598.4263,50,22900
458,3598.4263,50,22950
459,3598.4263,50,23000
460,3598.4263,50,23050
461,3598.4263,50,23100
462,3598.4263,50,23150
463,3598.4263,50,23200
464,3598.4263,50,23250
465,3598.4263,50,23300
466,3598.4263,50,23350
467,3598.4263,50,23400
468,3598.4263,50,23450
469,3598.4263,50,23500
470,3598.4263,50,23550
471,3598.4263,50,23600
472,3598.4263,50,23650
473,3598.4263,50,23700
474,3598.4263,50,23750
475,3598.4263,50,23800
476,3598.4263,50,23850
477,3598.4263,50,23900
478,3598.4263,50,23950
479,3598.4263,50,24000
480,3598.4263,50,24050
481,3598.4263,50,24100
482,3598.4263,50,24150
483,3598.4263,50,24200
484,3598.4263,50,24250
485,3598.4263,50,24300
486,3598.4263,50,24350
487,3598.4263,50,24400
488,3598.4263,50,24450
489,3598.4263,50,24500
490,3598.4263,50,24550
491,3598.4263,50,24600
492,3598.4263,50,24650
493,3598.4263,50,24700
494,3598.4263,50,24750
495,3598.4263,50,24800
496,3598.4263,50,24850
497,3598.4263,50,24900
498,3598.4263,50,24950
499,3598.4263,50,25000
500,3598.4263,50,25050
501,3598.4263,50,25100
502,3598.4263,50,25150
503,3598.4263,50,25200
504,3598.4263,50,25250
505,3598.4263,50,25300
506,3598.4263,50,25350
507,3598.4263,50,25400
508,3598.4263,50,25450
509,3598.4263,50,25500
510,3598.4263,50,25550
511,3598.4263,50,25600
512,3598.4263,50,25650
513,3598.4263,50,25700
514,3598.4263,50,25750
515,3598.4263,50,25800
516,3598.4263,50,25850
517,3598.4263,50,25900
518,3598.4263,50,25950
519,3598.4263,50,26000
520,3598.4263,50,26050
521,3598.4263,50,26100
522,3598.4263,50,26150
523,3598.4263,50,26200
524,3598.4263,50,26250
525,3598.4263,50,26300
526,3598.4263,50,26350
527,3598.4263,50,26400
528,3598.4263,50,26450
529,3598.4263,50,26500
530,3598.4263,50,26550
531,3598.4263,50,26600
532,3598.4263,50,26650
533,3598.4263,50,26700
534,3598.4263,50,26750
535,3598.4263,50,26800
536,3598.4263,50,26850
537,3598.4263,50,26900
538,3598.4263,50,26950
539,3598.4263,50,27000
540,3598.4263,50,27050
541,3598.4263,50,27100
542,3598.4263,50,27150
543,3598.4263,50,27200
544,3598.4263,50,27250
545,3598.4263,50,27300
546,3598.4263,50,27350
547,3598.4263,50,27400
548,3598.4263,50,27450
549,3598.4263,50,27500
550,3598.4263,50,27550
551,3598.4263,50,27600
552,3598.4263,50,27650
553,3598.4263,50,27700
554,3598.4263,50,27750
555,3598.4263,50,27800
556,3598.4263,50,27850
557,3598.4263,50,27900
558,3598.4263,50,27950
559,3598.4263,50,28000
560,3598.4263,50,28050
561,3598.4263,50,28100
562,3598.4263,50,28150
563,3598.4263,50,28200
564,3598.4263,50,28250
565,3598.4263,50,28300
566,3598.4263,50,28350
567,3598.4263,50,28400
568,3598.4263,50,28450
569,3598.4263,50,28500
570,3598.4263,50,28550
571,3598.4263,50,28600
572,3598.4263,50,28650
573,3598.4263,50,28700
574,3598.4263,50,28750
575,3598.4263,50,28800
576,3598.4263,50,28850
577,3598.4263,50,28900
578,3598.4263,50,28950
579,3598.4263,50,29000
580,3598.4263,50,29050
581,3598.4263,50,29100
582,3598.4263,50,29150
583,3598.4263,50,29200
584,3598.4263,50,29250
585,3598.4263,50,29300
586,3598.4263,50,29350
587,3598.4263,50,29400
588,3598.4263,50,29450
589,3598.4263,50,29500
590,3598.4263,50,29550
591,3598.4263,50,29600
592,3598.4263,50,29650
593,3598.4263,50,29700
594,3598.4263,50,29750
595,3598.4263,50,29800
596,3598.4263,50,29850
597,3598.4263,50,29900
598,3598.4263,50,29950
599,3598.4263,50,30000
600,3598.4263,50,30050
601,3598.4263,50,30100
602,3598.4263,50,30150
603,3598.4263,50,30200
604,3598.4263,50,30250
605,3598.4263,50,30300
606,3598.4263,50,30350
607,3598.4263,50,30400
608,3598.4263,50,30450
609,3598.4263,50,30500
610,3598.4263,50,30550
611,3598.4263,50,30600
612,3598.4263,50,30650
613,3598.4263,50,30700
614,3598.4263,50,30750
615,3598.4263,50,30800
616,3598.4263,50,30850
617,3598.4263,50,30900
618,3598.4263,50,30950
619,3598.4263,50,31000
620,3598.4263,50,31050
621,3598.4263,50,31100
622,3598.4263,50,31150
623,3598.4263,50,31200
624,3598.4263,50,31250
625,3598.4263,50,31300
626,3598.4263,50,31350
627,3598.4263,50,31400
628,3598.4263,50,31450
629,3598.4263,50,31500
630,3598.4263,50,31550
631,3598.4263,50,31600
632,3598.4263,50,31650
633,3598.4263,50,31700
634,3598.4263,50,31750
635,3598.4263,50,31800
636,3598.4263,50,31850
637,3598.4263,50,31900
638,3598.4263,50,31950
639,3598.4263,50,32000
640,3598.4263,50,32050
641,3598.4263,50,32100
642,3598.4263,50,32150
643,3598.4263,50,32200
644,3598.4263,50,32250
645,3598.4263,50,32300
646,3598.4263,50,32350
647,3598.4263,50,32400
648,3598.4263,50,32450
649,3598.4263,50,32500
650,3598.4263,50,32550
651,3598.4263,50,32600
652,3598.4263,50,32650
653,3598.4263,50,32700
654,3598.4263,50,32750
655,3598.4263,50,32800
656,3598.4263,50,32850
657,3598.4263,50,32900
658,3598.4263,50,32950
659,3598.4263,50,33000
660,3598.4263,50,33050
661,3598.4263,50,33100
662,3598.4263,50,33150
663,3598.4263,50,33200
664,3598.4263,50,33250
665,3598.4263,50,33300
666,3598.4263,50,33350
667,3598.4263,50,33400
668,3598.4263,50,33450
669,3598.4263,50,33500
670,3598.4263,50,33550
671,3598.4263,50,33600
672,3598.4263,50,33650
673,3598.4263,50,33700
674,3598.4263,50,33750
675,3598.4263,50,33800
676,3598.4263,50,33850
677,3598.4263,50,33900
678,3598.4263,50,33950
679,3598.4263,50,34000
680,3598.4263,50,34050
681,3598.4263,50,34100
682,3598.4263,50,34150
683,3598.4263,50,34200
684,3598.4263,50,34250
685,3598.4263,50,34300
686,3598.4263,50,34350
687,3598.4263,50,34400
688,3598.4263,50,34450
689,3598.4263,50,34500
690,3598.4263,50,34550
691,3598.4263,50,34600
692,3598.4263,50,34650
693,3598.4263,50,34700
694,3598.4263,50,34750
695,3598.4263,50,34800
696,3598.4263,50,34850
697,3598.4263,50,34900
698,3598.4263,50,34950
699,3598.4263,50,35000
700,3598.4263,50,35050
701,3598.4263,50,35100
702,3598.4263,50,35150
703,3598.4263,50,35200
704,3598.4263,50,35250
705,3598.4263,50,35300
706,3598.4263,50,35350
707,3598.4263,50,35400
708,3598.4263,50,35450
709,3598.4263,50,35500
710,3598.4263,50,35550
711,3598.4263,50,35600
712,3598.4263,50,35650
713,3598.4263,50,35700
714,3598.4263,50,35750
715,3598.4263,50,35800
716,3598.4263,50,35850
717,3598.4263,50,35900
718,3598.4263,50,35950
719,3598.4263,50,36000
720,3598.4263,50,36050
721,3598.4263,50,36100
722,3598.4263,50,36150
723,3598.4263,50,36200
724,3598.4263,50,36250
725,3598.4263,50,36300
726,3598.4263,50,36350
727,3598.4263,50,36400
728,3598.4263,50,36450
729,3598.4263,50,36500
730,3598.4263,50,36550
731,3598.4263,50,36600
732,3598.4263,50,36650
733,3598.4263,50,36700
734,3598.4263,50,36750
735,3598.4263,50,36800
736,3598.4263,50,36850
737,3598.4263,50,36900
738,3598.4263,50,36950
739,3598.4263,50,37000
740,3598.4263,50,37050
741,3598.4263,50,37100
742,3598.4263,50,37150
743,3598.4263,50,37200
744,3598.4263,50,37250
745,3598.4263,50,37300
746,3598.4263,50,37350
747,3598.4263,50,37400
748,3598.4263,50,37450
749,3598.4263,50,37500
750,3598.4263,50,37550
751,3598.4263,50,37600
752,3598.4263,50,37650
753,3598.4263,50,37700
754,3598.4263,50,37750
755,3598.4263,50,37800
756,3598.4263,50,37850
757,3598.4263,50,37900
758,3598.4263,50,37950
759,3598.4263,50,38000
760,3598.4263,50,38050
761,3598.4263,50,38100
762,3598.4263,50,38150
763,3598.4263,50,38200
764,3598.4263,50,38250
765,3598.4263,50,38300
766,3598.4263,50,38350
767,3598.4263,50,38400
768,3598.4263,50,38450
769,3598.4263,50,38500
770,3598.4263,50,38550
771,3598.4263,50,38600
772,3598.4263,50,38650
773,3598.4263,50,38700
774,3598.4263,50,38750
775,3598.4263,50,38800
776,3598.4263,50,38850
777,3598.4263,50,38900
778,3598.4263,50,38950
779,3598.4263,50,39000
780,3598.4263,50,39050
781,3598.4263,50,39100
782,3598.4263,50,39150
783,3598.4263,50,39200
784,3598.4263,50,39250
785,3598.4263,50,39300
786,3598.4263,50,39350
787,3598.4263,50,39400
788,3598.4263,50,39450
789,3598.4263,50,39500
790,3598.4263,50,39550
791,3598.4263,50,39600
792,3598.4263,50,39650
793,3598.4263,50,39700
794,3598.4263,50,39750
795,3598.4263,50,39800
796,3598.4263,50,39850
797,3598.4263,50,39900
798,3598.4263,50,39950
799,3598.4263,50,40000
800,3598.4263,50,40050
801,3598.4263,50,40100
802,3598.4263,50,40150
803,3598.4263,50,40200
804,3598.4263,50,40250
805,3598.4263,50,40300
806,3598.4263,50,40350
807,3598.4263,50,40400
808,3598.4263,50,40450
809,3598.4263,50,40500
810,3598.4263,50,40550
811,3598.4263,50,40600
812,3598.4263,50,40650
813,3598.4263,50,40700
814,3598.4263,50,40750
815,3598.4263,50,40800
816,3598.4263,50,40850
817,3598.4263,50,40900
818,3598.4263,50,40950
819,3598.4263,50,41000
820,3598.4263,50,41050
821,3598.4263,50,41100
822,3598.4263,50,41150
823,3598.4263,50,41200
824,3598.4263,50,41250
825,3598.4263,50,41300
826,3598.4263,50,41350
827,3598.4263,50,41400
828,3598.4263,50,41450
829,3598.4263,50,41500
830,3598.4263,50,41550
831,3598.4263,50,41600
832,3598.4263,50,41650
833,3598.4263,50,41700
834,3598.4263,50,41750
835,3598.4263,50,41800
836,3598.4263,50,41850
837,3598.4263,50,41900
838,3598.4263,50,41950
839,3598.4263,50,42000
840,3598.4263,50,42050
841,3598.4263,50,42100
842,3598.4263,50,42150
843,3598.4263,50,42200
844,3598.4263,50,42250
845,3598.4263,50,42300
846,3598.4263,50,42350
847,3598.4263,50,42400
848,3598.4263,50,42450
849,3598.4263,50,42500
850,3598.4263,50,42550
851,3598.4263,50,42600
852,3598.4263,50,42650
853,3598.4263,50,42700
854,3598.4263,50,42750
855,3598.4263,50,42800
856,3598.4263,50,42850
857,3598.4263,50,42900
858,3598.4263,50,42950
859,3598.4263,50,43000
860,3598.4263,50,43050
861,3598.4263,50,43100
862,3598.4263,50,43150
863,3598.4263,50,43200
864,3598.4263,50,43250
865,3598.4263,50,43300
866,3598.4263,50,43350
867,3598.4263,50,43400
868,3598.4263,50,43450
869,3598.4263,50,43500
870,3598.4263,50,43550
871,3598.4263,50,43600
872,3598.4263,50,43650
873,3598.4263,50,43700
874,3598.4263,50,43750
875,3598.4263,50,43800
876,3598.4263,50,43850
877,3598.4263,50,43900
878,3598.4263,50,43950
879,3598.4263,50,44000
880,3598.4263,50,44050
881,3598.4263,50,44100
882,3598.4263,50,44150
883,3598.4263,50,44200
884,3598.4263,50,44250
885,3598.4263,50,44300
886,3598.4263,50,44350
887,3598.4263,50,44400
888,3598.4263,50,44450
889,3598.4263,50,44500
890,3598.4263,50,44550
891,3598.4263,50,44600
892,3598.4263,50,44650
893,3598.4263,50,44700
894,3598.4263,50,44750
895,3598.4263,50,44800
896,3598.4263,50,44850
897,3598.4263,50,44900
898,3598.4263,50,44950
899,3598.4263,50,45000
900,3598.4263,50,45050
901,3598.4263,50,45100
902,3598.4263,50,45150
903,3598.4263,50,45200
904,3598.4263,50,45250
905,3598.4263,50,45300
906,3598.4263,50,45350
907,3598.4263,50,45400
908,3598.4263,50,45450
909,3598.4263,50,45500
910,3598.4263,50,45550
911,3598.4263,50,45600
912,3598.4263,50,45650
913,3598.4263,50,45700
914,3598.4263,50,45750
915,3598.4263,50,45800
916,3598.4263,50,45850
917,3598.4263,50,45900
918,3598.4263,50,45950
919,3598.4263,50,46000
920,3598.4263,50,46050
921,3598.4263,50,46100
922,3598.4263,50,46150
923,3598.4263,50,46200
924,3598.4263,50,46250
925,3598.4263,50,46300
926,3598.4263,50,46350
927,3598.4263,50,46400
928,3598.4263,50,46450
929,3598.4263,50,46500
930,3598.4263,50,46550
931,3598.4263,50,46600
932,3598.4263,50,46650
933,3598.4263,50,46700
934,3598.4263,50,46750
935,3598.4263,50,46800
936,3598.4263,50,46850
937,3598.4263,50,46900
938,3598.4263,50,46950
939,3598.4263,50,47000
940,3598.4263,50,47050
941,3598.4263,50,47100
942,3598.4263,50,47150
943,3598.4263,50,47200
944,3598.4263,50,47250
945,3598.4263,50,47300
946,3598.4263,50,47350
947,3598.4263,50,47400
948,3598.4263,50,47450
949,3598.4263,50,47500
950,3598.4263,50,47550
951,3598.4263,50,47600
952,3598.4263,50,47650
953,3598.4263,50,47700
954,3598.4263,50,47750
955,3598.4263,50,47800
956,3598.4263,50,47850
957,3598.4263,50,47900
958,3598.4263,50,47950
959,3598.4263,50,48000
960,3598.4263,50,48050
961,3598.4263,50,48100
962,3598.4263,50,48150
963,3598.4263,50,48200
964,3598.4263,50,48250
965,3598.4263,50,48300
966,3598.4263,50,48350
967,3598.4263,50,48400
968,3598.4263,50,48450
969,3598.4263,50,48500
970,3598.4263,50,48550
971,3598.4263,50,48600
972,3598.4263,50,48650
973,3598.4263,50,48700
974,3598.4263,50,48750
975,3598.4263,50,48800
976,3598.4263,50,48850
977,3598.4263,50,48900
978,3598.4263,50,48950
979,3598.4263,50,49000
980,3598.4263,50,49050
981,3598.4263,50,49100
982,3598.4263,50,49150
983,3598.4263,50,49200
984,3598.4263,50,49250
985,3598.4263,50,49300
986,3598.4263,50,49350
987,3598.4263,50,49400
988,3598.4263,50,49450
989,3598.4263,50,49500
990,3598.4263,50,49550
991,3598.4263,50,49600
992,3598.4263,50,49650
993,3598.4263,50,49700
994,3598.4263,50,49750
995,3598.4263,50,49800
996,3598.4263,50,49850
997,3598.4263,50,49900
998,3598.4263,50,49950
999,3598.4263,50,50000
